gtt_id,word,pos,group
004989,experience,n.,e
004990,experienced,v.,e
004991,experiential,adj.,e
004992,experiment,n.,e
004993,experimental,adj.,e
004994,experimentally,adv.,e
004995,experimentation,n.,e
004996,experimenter,n.,e
004997,expert,n.,e
004998,expertise,n.,e
004999,expertly,adv.,e
005000,expiration,n.,e
005001,expire,v.,e
005002,explain,v.,e
005003,explanation,n.,e
005004,explanatory,adj.,e
005005,expletive,n.,e
005006,explicit,adj.,e
005007,explicitly,adv.,e
005008,explode,vt.,e
005009,exploit,vt.,e
005010,exploitation,n.,e
005011,exploration,n.,e
005012,exploratory,adj.,e
005013,explore,v.,e
005014,explorer,,e
005015,explosion,n.,e
005016,explosive,adj.,e
005017,exponential,n.,e
005018,export,vt.,e
005019,expose,vt.,e
005020,exposed,adj.,e
005021,exposition,n.,e
005022,exposure,n.,e
005023,expound,v.,e
005024,express,adj.,e
005025,expressionless,adj.,e
005026,expressive,adj.,e
005027,expressly,adv.,e
005028,expulsion,n.,e
005029,exquisite,adj.,e
005030,exquisitely,adv.,e
005031,extant,adj.,e
005032,extend,v.,e
005033,extended,adj.,e
005034,extension,n.,e
005035,extensive,adj.,e
005036,extensively,adv.,e
005037,extent,n.,e
005038,exterior,adj.,e
005039,exterminate,v.,e
005040,extermination,n.,e
005041,external,adj.,e
005042,externality,n.,e
005043,externalize,vt.,e
005044,externally,adv.,e
005045,extinct,adj.,e
005046,extinction,n.,e
005047,extinguish,vt.,e
005048,extinguisher,n.,e
005049,extol,v.,e
005050,extortion,n.,e
005051,extra,adj.,e
005052,extract,n.,e
005053,extraction,n.,e
005054,extracurricular,adj.,e
005055,extradition,n.,e
005056,extramarital,adj.,e
005057,extraneous,adj.,e
005058,extraordinarily,adv.,e
005059,extraordinary,adj.,e
005060,extrapolate,v.,e
005061,extraterrestrial,adj.,e
005062,extravagance,n.,e
005063,extravagant,adj.,e
005064,extravaganza,n.,e
005065,extreme,adj.,e
005066,extremely,adv.,e
005067,extremism,n.,e
005068,extremist,n.,e
005069,extremity,n.,e
005070,extrinsic,adj.,e
005071,exuberance,n.,e
005072,exuberant,adj.,e
005073,exude,v.,e
005074,eye,n.,e
005075,eyeball,n.,e
005076,eyebrow,n.,e
005077,eyeglass,n.,e
005078,eyelash,n.,e
005079,eyelid,n.,e
005080,eyepiece,n.,e
005081,eyesight,n.,e
005082,eyewitness,n.,e
005083,fab,adj.,f
005084,fable,n.,f
005085,fabled,adj.,f
005086,fabric,n.,f
005087,fabricate,vt.,f
005088,fabrication,n.,f
005089,fabulous,adj.,f
005090,facade,n.,f
005091,face,n.,f
005092,faceless,adj.,f
005093,facet,n.,f
005094,facial,adj.,f
005095,facilitate,vt.,f
005096,facility,n.,f
005097,facsimile,n.,f
005098,fact,n.,f
005099,faction,n.,f
005100,factor,n.,f
005101,factory,n.,f
005102,factual,adj.,f
005103,faculty,n.,f
005104,fad,n.,f
005105,fade,vi.,f
005106,faded,adj.,f
005107,fading,n.,f
005108,fail,vi.,f
005109,failing,n.,f
005110,failure,n.,f
005111,faint,n.,f
005112,faintly,adv.,f
005113,fair,adj.,f
005114,fairly,adv.,f
005115,fairness,n.,f
005116,fairway,n.,f
005117,fairy,n.,f
005118,faith,n.,f
005119,faithful,adj.,f
005120,faithfully,adv.,f
005121,fake,n.,f
005122,falcon,n.,f
005123,fall,n.,f
005124,fallacy,n.,f
005125,fallen,adj.,f
005126,falling,n.,f
005127,fallout,n.,f
005128,fallow,n.,f
005129,FALSE,adj.,f
005130,falsehood,n.,f
005131,falsely,adv.,f
005132,falsify,v.,f
005133,falter,vt.,f
005134,faltering,adj.,f
005135,fame,n.,f
005136,famed,adj.,f
005137,familial,adj.,f
005138,familiar,adj.,f
005139,familiarity,n.,f
005140,familiarize,v.,f
005141,family,n.,f
005142,famine,n.,f
005143,famous,adj.,f
005144,famously,adv.,f
005145,fan,n.,f
005146,fanatic,n.,f
005147,fanatical,adj.,f
005148,fanaticism,n.,f
005149,fanciful,adj.,f
005150,fancy,adj.,f
005151,fanfare,n.,f
005152,fang,n.,f
005153,fantasize,v.,f
005154,fantastic,adj.,f
005155,fantasy,n.,f
005156,far,adj.,f
005157,faraway,adj.,f
005158,farce,n.,f
005159,fare,n.,f
005160,farewell,n.,f
005161,farm,n.,f
005162,farmer,n.,f
005163,farmhouse,n.,f
005164,farming,n.,f
005165,farmland,n.,f
005166,fart,n.,f
005167,fascinate,vt.,f
005168,fascinating,adj.,f
005169,fascination,n.,f
005170,fascism,n.,f
005171,fascist,n.,f
005172,fashion,n.,f
005173,fashionable,adj.,f
005174,fast,adj.,f
005175,fastball,n.,f
005176,fasten,vt.,f
005177,fastener,n.,f
005178,faster,adj.,f
005179,fat,n.,f
005180,fatal,adj.,f
005181,fatality,n.,f
005182,fatally,adv.,f
005183,fate,n.,f
005184,fateful,adj.,f
005185,father,n.,f
005186,fatherhood,n.,f
005187,fathom,n.,f
005188,fatigue,n.,f
005189,fatten,vi.,f
005190,fatty,adj.,f
005191,faucet,n.,f
005192,fault,n.,f
005193,faulty,adj.,f
005194,fauna,n.,f
005195,favor,n.,f
005196,favorable,adj.,f
005197,favorably,adv.,f
005198,favored,adj.,f
005199,favorite,n.,f
005200,favoritism,n.,f
005201,fawn,n.,f
005202,fax,n.,f
005203,fear,n.,f
005204,fearful,adj.,f
005205,fearless,adj.,f
005206,fearsome,adj.,f
005207,feasibility,n.,f
005208,feasible,adj.,f
005209,feast,n.,f
005210,feat,n.,f
005211,feather,n.,f
005212,feathered,adj.,f
005213,feathery,adj.,f
005214,feature,n.,f
005215,featured,adj.,f
005216,fecal,adj.,f
005217,feces,n.,f
005218,fed,,f
005219,federal,adj.,f
005220,federalism,n.,f
005221,federally,adv.,f
005222,federation,n.,f
005223,fee,n.,f
005224,feeble,adj.,f
005225,feed,n.,f
005226,feedback,n.,f
005227,feeder,n.,f
005228,feeding,n.,f
005229,feel,vt.,f
005230,feeling,n.,f
005231,feign,vt.,f
005232,feisty,adj.,f
005233,fell,vbl.,f
005234,fella,n.,f
005235,fellow,n.,f
005236,fellowship,n.,f
005237,felon,n.,f
005238,felony,n.,f
005239,felt,n.,f
005240,female,n.,f
005241,feminine,adj.,f
005242,femininity,n.,f
005243,feminism,n.,f
005244,feminist,n.,f
005245,femur,n.,f
005246,fence,n.,f
005247,fencing,n.,f
005248,fend,vt.,f
005249,fender,n.,f
005250,fennel,n.,f
005251,feral,adj.,f
005252,ferment,n.,f
005253,fern,n.,f
005254,ferocious,adj.,f
005255,ferocity,n.,f
005256,ferry,n.,f
005257,fertile,adj.,f
005258,fertility,n.,f
005259,fertilization,n.,f
005260,fertilize,vt.,f
005261,fertilizer,n.,f
005262,fervent,adj.,f
005263,fervently,adv.,f
005264,fervor,n.,f
005265,festival,n.,f
005266,festive,adj.,f
005267,festivity,n.,f
005268,festoon,n.,f
005269,fetal,adj.,f
005270,fetch,vt.,f
005271,fetish,n.,f
005272,fetus,n.,f
005273,feud,n.,f
005274,feudal,adj.,f
005275,fever,n.,f
005276,feverish,adj.,f
005277,feverishly,adv.,f
005278,few,adj.,f
005279,fewer,int.,f
005280,fiance,n.,f
005281,fiasco,n.,f
005282,fiat,n.,f
005283,fiber,n.,f
005284,fiberglass,n.,f
005285,fibrosis,n.,f
005286,fibrous,adj.,f
005287,fickle,adj.,f
005288,fiction,n.,f
005289,fictional,adj.,f
005290,fictitious,adj.,f
005291,fiddle,n.,f
005292,fidelity,n.,f
005293,fidget,vi.,f
005294,field,n.,f
005295,fielder,n.,f
005296,fieldwork,n.,f
005297,fierce,adj.,f
005298,fiercely,adv.,f
005299,fiery,adj.,f
005300,fiesta,n.,f
005301,fifteen,adj.,f
005302,fifteenth,adj.,f
005303,fifth,adj.,f
005304,fifty,adj.,f
005305,fig,n.,f
005306,fight,n.,f
005307,fighter,n.,f
005308,fighting,adj.,f
005309,figurative,adj.,f
005310,figuratively,adv.,f
005311,figurine,n.,f
005312,filament,n.,f
005313,file,n.,f
005314,filet,n.,f
005315,filibuster,n.,f
005316,filing,n.,f
005317,fill,vt.,f
005318,filler,n.,f
005319,fillet,n.,f
005320,filling,n.,f
005321,film,n.,f
005322,filmmaker,n.,f
005323,filter,n.,f
005324,filth,n.,f
005325,filthy,adj.,f
005326,filtration,n.,f
005327,fin,n.,f
005328,final,n.,f
005329,finale,n.,f
005330,finalist,n.,f
005331,finality,n.,f
005332,finalize,v.,f
005333,finally,adv.,f
005334,finance,n.,f
005335,financial,adj.,f
005336,financially,adv.,f
005337,financier,n.,f
005338,financing,n.,f
005339,find,vt.,f
005340,finder,adj.,f
005341,finding,n.,f
005342,fine,adj.,f
005343,finely,adv.,f
005344,finesse,n.,f
005345,finger,n.,f
005346,fingernail,n.,f
005347,fingerprint,n.,f
005348,fingertip,n.,f
005349,finish,n.,f
005350,finished,adj.,f
005351,finisher,n.,f
005352,finishing,adj.,f
005353,finite,adj.,f
005354,fire,n.,f
005355,firearm,n.,f
005356,fireball,n.,f
005357,firecracker,n.,f
005358,firefight,n.,f
005359,firefly,n.,f
005360,fireman,n.,f
005361,fireplace,n.,f
005362,firepower,n.,f
005363,firestorm,n.,f
005364,firewall,,f
005365,firewood,n.,f
005366,fireworks,n.,f
005367,firing,n.,f
005368,firm,n.,f
005369,firmly,adv.,f
005370,first,adv.,f
005371,firsthand,adj.,f
005372,fiscal,adj.,f
005373,fish,n.,f
005374,fisher,n.,f
005375,fisherman,n.,f
005376,fishery,n.,f
005377,fishing,n.,f
005378,fishy,adj.,f
005379,fissure,n.,f
005380,fist,n.,f
005381,fistful,n.,f
005382,fit,n.,f
005383,fitness,n.,f
005384,fitting,adj.,f
005385,five,num.,f
005386,fix,vt.,f
005387,fixate,vi.,f
005388,fixation,n.,f
005389,fixed,adj.,f
005390,fixing,n.,f
005391,fixture,n.,f
005392,fizzle,n.,f
005393,flag,n.,f
005394,flagrant,adj.,f
005395,flagship,n.,f
005396,flail,n.,f
005397,flair,n.,f
005398,flak,n.,f
005399,flake,n.,f
005400,flaky,adj.,f
005401,flamboyant,adj.,f
005402,flame,n.,f
005403,flaming,adj.,f
005404,flammable,adj.,f
005405,flank,n.,f
005406,flannel,n.,f
005407,flap,n.,f
005408,flare,n.,f
005409,flash,n.,f
005410,flashback,n.,f
005411,flashing,n.,f
005412,flashlight,n.,f
005413,flashy,adj.,f
005414,flask,n.,f
005415,flat,adj.,f
005416,flatly,adv.,f
005417,flatten,vi.,f
005418,flatter,vt.,f
005419,flattering,adj.,f
005420,flattery,n.,f
005421,flaunt,n.,f
005422,flavor,n.,f
005423,flavorful,adj.,f
005424,flaw,n.,f
005425,flawless,adj.,f
005426,flea,n.,f
005427,fleck,n.,f
005428,fledgling,n.,f
005429,flee,vt.,f
005430,fleece,n.,f
005431,fleet,n.,f
005432,flesh,n.,f
005433,fleshy,adj.,f
005434,flex,vt.,f
005435,flexibility,n.,f
005436,flexible,adj.,f
005437,flexion,n.,f
005438,flick,n.,f
005439,flicker,n.,f
005440,flickering,adj.,f
005441,flier,n.,f
005442,flight,n.,f
005443,flimsy,adj.,f
005444,flinch,vi.,f
005445,fling,n.,f
005446,flint,n.,f
005447,flip,vt.,f
005448,flipper,n.,f
005449,flipping,,f
005450,flirt,vt.,f
005451,flirtation,n.,f
005452,flit,n.,f
005453,float,n.,f
005454,floating,adj.,f
005455,flock,n.,f
005456,flood,n.,f
005457,flooding,n.,f
005458,floodplain,n.,f
005459,floor,n.,f
005460,floorboard,n.,f
005461,flooring,n.,f
005462,flop,n.,f
005463,floppy,adj.,f
005464,flora,n.,f
005465,floral,adj.,f
005466,florist,n.,f
005467,flounder,vi.,f
005468,flour,n.,f
005469,flourish,vi.,f
005470,flourishing,adj.,f
005471,flow,n.,f
005472,flower,n.,f
005473,flowered,adj.,f
005474,flowering,adj.,f
005475,flowery,adj.,f
005476,flowing,adj.,f
005477,fluctuate,vi.,f
005478,fluctuating,vbl.,f
005479,fluctuation,n.,f
005480,fluency,n.,f
005481,fluent,adj.,f
005482,fluff,n.,f
005483,fluffy,adj.,f
005484,fluid,n.,f
005485,fluidity,n.,f
005486,fluke,v.,f
005487,flunk,n.,f
005488,fluorescent,adj.,f
005489,flurry,n.,f
005490,flush,n.,f
005491,flute,n.,f
005492,flutter,n.,f
005493,flux,n.,f
005494,fly,n.,f
005495,flyer,n.,f
005496,flying,adj.,f
005497,foam,n.,f
005498,focal,adj.,f
005499,focus,n.,f
005500,fodder,n.,f
005501,foe,n.,f
005502,fog,n.,f
005503,foggy,adj.,f
005504,foil,n.,f
005505,fold,n.,f
005506,folder,n.,f
005507,folding,adj.,f
005508,foliage,n.,f
005509,folk,n.,f
005510,folklore,n.,f
005511,follow,vt.,f
005512,follower,n.,f
005513,following,n.,f
005514,folly,n.,f
005515,fond,adj.,f
005516,fondle,v.,f
005517,fondly,adv.,f
005518,fondness,n.,f
005519,font,n.,f
005520,food,n.,f
005521,foodstuff,n.,f
005522,fool,n.,f
005523,foolish,adj.,f
005524,foolishly,adv.,f
005525,foolproof,adj.,f
005526,foot,n.,f
005527,footage,n.,f
005528,football,n.,f
005529,foothill,n.,f
005530,foothold,n.,f
005531,footing,n.,f
005532,footnote,n.,f
005533,footprint,n.,f
005534,footstep,n.,f
005535,footwear,n.,f
005536,for,prep.,f
005537,forage,n.,f
005538,foray,vt.,f
005539,forbid,vt.,f
005540,forbidden,adj.,f
005541,forbidding,adj.,f
005542,force,n.,f
005543,forced,adj.,f
005544,forceful,adj.,f
005545,forcefully,adv.,f
005546,forcibly,adv.,f
005547,fore,adj.,f
005548,forearm,n.,f
005549,forebear,n.,f
005550,foreboding,n.,f
005551,forecast,n.,f
005552,forecaster,n.,f
005553,foreclose,vt.,f
005554,foreclosure,n.,f
005555,forefather,n.,f
005556,forefinger,n.,f
005557,forefront,n.,f
005558,forego,vt.,f
005559,foregoing,adj.,f
005560,foreground,n.,f
005561,forehead,n.,f
005562,foreign,adj.,f
005563,foreigner,n.,f
005564,foreman,n.,f
005565,foremost,adj.,f
005566,forensic,adj.,f
005567,forerunner,n.,f
005568,foresee,vt.,f
005569,foreseeable,adj.,f
005570,foreshadow,v.,f
005571,foresight,n.,f
005572,forest,n.,f
005573,forestall,vt.,f
005574,forested,adj.,f
005575,forester,n.,f
005576,forestry,n.,f
005577,forever,adv.,f
005578,forfeit,n.,f
005579,forge,v.,f
005580,forgery,n.,f
005581,forget,vt.,f
005582,forgive,vt.,f
005583,forgiveness,n.,f
005584,forgiving,adj.,f
005585,forgo,vt.,f
005586,forgotten,vbl.,f
005587,fork,n.,f
005588,forlorn,adj.,f
005589,form,n.,f
005590,formal,adj.,f
005591,formality,n.,f
005592,formalize,vt.,f
005593,formally,adv.,f
005594,format,n.,f
005595,formation,n.,f
005596,formative,adj.,f
005597,former,adj.,f
005598,formerly,adv.,f
005599,formidable,adj.,f
005600,formula,n.,f
005601,formulate,vt.,f
005602,formulation,n.,f
005603,forsake,vt.,f
005604,fort,n.,f
005605,forth,adv.,f
005606,forthcoming,adj.,f
005607,forthright,adv.,f
005608,fortification,n.,f
005609,fortified,adj.,f
005610,fortify,vt.,f
005611,fortitude,n.,f
005612,fortress,n.,f
005613,fortunate,adj.,f
005614,fortunately,adv.,f
005615,fortune,n.,f
005616,forty,num.,f
005617,forum,n.,f
005618,forward,adj.,f
005619,forwards,adv.,f
005620,fossil,n.,f
005621,foster,vt.,f
005622,foul,adj.,f
005623,found,v.,f
005624,foundation,n.,f
005625,founder,n.,f
005626,foundry,n.,f
005627,fountain,n.,f
005628,four,num.,f
005629,foursome,n.,f
005630,fourteen,num.,f
005631,fourteenth,num.,f
005632,fourth,num.,f
005633,fowl,n.,f
005634,fox,n.,f
005635,foyer,n.,f
005636,fraction,n.,f
005637,fracture,n.,f
005638,fragile,adj.,f
005639,fragility,n.,f
005640,fragment,n.,f
005641,fragmentary,adj.,f
005642,fragmentation,n.,f
005643,fragmented,adj.,f
005644,fragrance,n.,f
005645,fragrant,adj.,f
005646,frail,adj.,f
005647,frailty,n.,f
005648,frame,n.,f
005649,framed,n.,f
005650,framer,n.,f
005651,framework,n.,f
005652,framing,v.,f
005653,franchise,n.,f
005654,franchisee,n.,f
005655,frank,adj.,f
005656,frankly,adv.,f
005657,frantic,adj.,f
005658,frantically,adv.,f
005659,frat,n.,f
005660,fraternal,adj.,f
005661,fraternity,n.,f
005662,fraud,n.,f
005663,fraudulent,adj.,f
005664,fraught,adj.,f
005665,fray,n.,f
005666,freak,n.,f
005667,freckle,n.,f
005668,free,adj.,f
005669,freedom,n.,f
005670,freely,adv.,f
005671,freestyle,n.,f
005672,freeway,n.,f
005673,freeze,v.,f
005674,freezer,n.,f
005675,freezing,adj.,f
005676,freight,n.,f
005677,freighter,n.,f
005678,frenetic,adj.,f
005679,frenzied,adj.,f
005680,frenzy,n.,f
005681,frequency,n.,f
005682,frequent,adj.,f
005683,frequently,adv.,f
005684,fresco,n.,f
005685,fresh,adj.,f
005686,freshen,v.,f
005687,freshly,adv.,f
005688,freshman,n.,f
005689,freshness,n.,f
005690,freshwater,n.,f
005691,fret,v.,f
005692,friction,n.,f
005693,fridge,n.,f
005694,fried,adj.,f
005695,friend,n.,f
005696,friendliness,n.,f
005697,friendly,adj.,f
005698,friendship,n.,f
005699,fright,n.,f
005700,frighten,vt.,f
005701,frightened,adj.,f
005702,frightening,adj.,f
005703,frigid,adj.,f
005704,frill,n.,f
005705,fringe,n.,f
005706,frivolous,adj.,f
005707,frock,n.,f
005708,frog,n.,f
005709,from,prep.,f
005710,frond,n.,f
005711,front,n.,f
005712,frontal,n.,f
005713,frontier,n.,f
005714,frost,n.,f
005715,frosted,adj.,f
005716,frosting,n.,f
005717,frosty,adj.,f
005718,frothy,adj.,f
005719,frown,vi.,f
005720,frozen,adj.,f
005721,frugal,adj.,f
005722,fruit,n.,f
005723,fruitful,adj.,f
005724,fruition,n.,f
005725,fruitless,adj.,f
005726,fruity,adj.,f
005727,frustrate,v.,f
005728,frustrated,adj.,f
005729,frustration,n.,f
005730,fry,n.,f
005731,fuck,vi.,f
005732,fucker,n.,f
005733,fucking,adj.,f
005734,fudge,n.,f
005735,fuel,n.,f
005736,fugitive,adj.,f
005737,fulfil,vt.,f
005738,fulfill,vt.,f
005739,fulfillment,n.,f
005740,full,n.,f
005741,fullback,n.,f
005742,fullness,n.,f
005743,fully,adv.,f
005744,fumble,v.,f
005745,fume,n.,f
005746,fun,n.,f
005747,function,n.,f
005748,functional,adj.,f
005749,functionality,,f
005750,functionally,adv.,f
005751,fund,n.,f
005752,fundamental,adj.,f
005753,fundamentalism,n.,f
005754,fundamentalist,n.,f
005755,fundamentally,adv.,f
005756,funeral,n.,f
005757,fungal,adj.,f
005758,fungus,n.,f
005759,funk,n.,f
005760,funky,adj.,f
005761,funnel,n.,f
005762,funny,adj.,f
005763,fur,n.,f
005764,furious,adj.,f
005765,furiously,adv.,f
005766,furnace,n.,f
005767,furnish,vt.,f
005768,furnishings,n.,f
005769,furniture,n.,f
005770,furor,n.,f
005771,furrow,n.,f
005772,furry,adj.,f
005773,further,adj.,f
005774,furthermore,adv.,f
005775,furtive,adj.,f
005776,fury,n.,f
005777,fuse,n.,f
005778,fuselage,n.,f
005779,fusion,n.,f
005780,fuss,n.,f
005781,fussy,adj.,f
005782,futile,adj.,f
005783,futility,n.,f
005784,future,n.,f
005785,futurist,n.,f
005786,futuristic,adj.,f
005787,fuzz,n.,f
005788,fuzzy,adj.,f
005789,gadget,n.,g
005790,gag,n.,g
005791,gain,n.,g
005792,gait,n.,g
005793,gal,n.,g
005794,gala,n.,g
005795,galactic,adj.,g
005796,galaxy,n.,g
005797,gale,n.,g
005798,gall,n.,g
005799,gallant,adj.,g
005800,gallery,n.,g
005801,galley,n.,g
005802,gallop,n.,g
005803,galvanize,v.,g
005804,gambit,n.,g
005805,gamble,n.,g
005806,gambler,n.,g
005807,gambling,n.,g
005808,game,n.,g
005809,gaming,n.,g
005810,gamma,n.,g
005811,gamut,n.,g
005812,gang,n.,g
005813,gangster,n.,g
005814,gap,n.,g
005815,gape,v.,g
005816,gaping,adj.,g
005817,garage,n.,g
005818,garb,n.,g
005819,garbage,n.,g
005820,garden,n.,g
005821,gardener,n.,g
005822,gardening,n.,g
005823,gargantuan,adj.,g
005824,garish,adj.,g
005825,garlic,n.,g
005826,garment,n.,g
005827,garner,v.,g
005828,garnish,v.,g
005829,garrison,n.,g
005830,gaseous,adj.,g
005831,gash,n.,g
005832,gasoline,n.,g
005833,gasp,vi.,g
005834,gastric,adj.,g
005835,gastrointestinal,adj.,g
005836,gate,n.,g
005837,gatekeeper,n.,g
005838,gateway,n.,g
005839,gather,n.,g
005840,gathering,n.,g
005841,gaudy,adj.,g
005842,gauge,n.,g
005843,gaunt,adj.,g
005844,gauntlet,n.,g
005845,gauze,n.,g
005846,gawk,n.,g
005847,gay,adj.,g
005848,gaze,v.,g
005849,gazebo,n.,g
005850,gear,n.,g
005851,gee,n.,g
005852,geek,n.,g
005853,gel,n.,g
005854,gelatin,n.,g
005855,gem,n.,g
005856,gender,n.,g
005857,gene,n.,g
005858,genealogy,n.,g
005859,general,n.,g
005860,generality,n.,g
005861,generalization,n.,g
005862,generalize,vt.,g
005863,generalized,adj.,g
005864,generally,adv.,g
005865,generate,vt.,g
005866,generation,n.,g
005867,generational,adj.,g
005868,generator,n.,g
005869,generic,adj.,g
005870,generosity,n.,g
005871,generous,adj.,g
005872,generously,adv.,g
005873,genesis,n.,g
005874,genetic,adj.,g
005875,geneticist,n.,g
005876,genetics,n.,g
005877,genial,adj.,g
005878,genie,n.,g
005879,genital,adj.,g
005880,genitals,n.,g
005881,genius,n.,g
005882,genocide,n.,g
005883,genome,n.,g
005884,genre,n.,g
005885,gent,n.,g
005886,genteel,adj.,g
005887,gentle,adj.,g
005888,gentleman,n.,g
005889,gentleness,n.,g
005890,gently,adv.,g
005891,genuine,adj.,g
005892,genuinely,adv.,g
005893,genus,n.,g
005894,geographer,n.,g
005895,geographic,adj.,g
005896,geographical,adj.,g
005897,geography,n.,g
005898,geologic,adj.,g
005899,geological,adj.,g
005900,geologist,n.,g
005901,geology,n.,g
005902,geometric,adj.,g
005903,geometry,n.,g
005904,geopolitical,adj.,g
005905,geothermal,adj.,g
005906,geranium,n.,g
005907,geriatric,n.,g
005908,germ,n.,g
005909,germinate,v.,g
005910,gesture,n.,g
005911,get,vt.,g
005912,getaway,n.,g
005913,geyser,n.,g
005914,ghastly,adj.,g
005915,ghetto,n.,g
005916,ghost,n.,g
005917,ghostly,adj.,g
005918,giant,n.,g
005919,giddy,adj.,g
005920,gift,n.,g
005921,gifted,adj.,g
005922,gig,n.,g
005923,gigantic,adj.,g
005924,giggle,v.,g
005925,gilded,adj.,g
005926,gill,n.,g
005927,gilt,n.,g
005928,gimmick,n.,g
005929,gin,n.,g
005930,ginger,n.,g
005931,gingerbread,n.,g
005932,gingerly,adv.,g
005933,giraffe,n.,g
005934,girl,n.,g
005935,girlish,adj.,g
005936,girth,n.,g
005937,gist,n.,g
005938,give,n.,g
005939,giveaway,n.,g
005940,given,adj.,g
005941,giver,n.,g
005942,giving,n.,g
005943,gizmo,n.,g
005944,glacial,adj.,g
005945,glacier,n.,g
005946,glad,adj.,g
005947,glade,n.,g
005948,gladly,adv.,g
005949,glamorous,adj.,g
005950,glamour,n.,g
005951,glance,vi.,g
005952,gland,n.,g
005953,glare,n.,g
005954,glaring,adj.,g
005955,glass,n.,g
005956,glassware,n.,g
005957,glassy,adj.,g
005958,glaze,v.,g
005959,glazed,adj.,g
005960,gleam,n.,g
005961,glean,v.,g
005962,glee,n.,g
005963,glib,adj.,g
005964,glide,v.,g
005965,glider,n.,g
005966,glimmer,v.,g
005967,glimpse,n.,g
005968,glint,n.,g
005969,glisten,v.,g
005970,glitch,,g
005971,glitter,vi.,g
005972,glitzy,adj.,g
005973,gloat,v.,g
005974,global,adj.,g
005975,globalization,n.,g
005976,globe,n.,g
005977,globular,adj.,g
005978,gloom,n.,g
005979,gloomy,adj.,g
005980,glorify,v.,g
005981,glorious,adj.,g
005982,glory,n.,g
005983,gloss,n.,g
005984,glossary,n.,g
005985,glossy,adj.,g
005986,glove,n.,g
005987,glow,vi.,g
005988,glower,v.,g
005989,glowing,adj.,g
005990,glucose,n.,g
005991,glue,n.,g
005992,glut,v.,g
005993,gnarled,adj.,g
005994,gnaw,v.,g
005995,go,vi.,g
005996,goad,n.,g
005997,goal,n.,g
005998,goalie,n.,g
005999,goat,n.,g
006000,goatee,n.,g
006001,gobble,n.,g
006002,gobbler,n.,g
006003,goblet,n.,g
006004,goblin,n.,g
006005,goddamn,adj.,g
006006,goddamned,adj.,g
006007,goddess,n.,g
006008,godfather,n.,g
006009,godmother,n.,g
006010,going,n.,g
006011,gold,n.,g
006012,golden,adj.,g
006013,goldfish,n.,g
006014,golf,n.,g
006015,golfer,n.,g
006016,gondola,n.,g
006017,gong,n.,g
006018,goo,n.,g
006019,good,n.,g
006020,goodbye,int.,g
006021,goodness,n.,g
006022,goodwill,n.,g
006023,gooey,adj.,g
006024,goof,n.,g
006025,goofy,adj.,g
006026,goon,n.,g
006027,goose,n.,g
006028,gorge,n.,g
006029,gorgeous,adj.,g
006030,gorilla,n.,g
006031,gory,adj.,g
006032,gosh,int.,g
006033,gospel,n.,g
006034,gossip,n.,g
006035,gothic,n.,g
006036,gouge,n.,g
006037,gourd,n.,g
006038,gourmet,n.,g
006039,govern,v.,g
006040,governance,n.,g
006041,government,n.,g
006042,governmental,adj.,g
006043,governor,n.,g
006044,governorship,n.,g
006045,gown,n.,g
006046,grab,v.,g
006047,grace,n.,g
006048,graceful,adj.,g
006049,gracefully,,g
006050,gracious,adj.,g
006051,graciously,adv.,g
006052,grad,n.,g
006053,grade,n.,g
006054,grader,n.,g
006055,gradient,adj.,g
006056,grading,n.,g
006057,gradual,adj.,g
006058,gradually,adv.,g
006059,graduate,n.,g
006060,graduation,n.,g
006061,graft,n.,g
006062,grain,n.,g
006063,grainy,adj.,g
006064,grammar,n.,g
006065,grammatical,adj.,g
006066,grand,adj.,g
006067,grandchild,n.,g
006068,granddaughter,n.,g
006069,grandeur,n.,g
006070,grandfather,n.,g
006071,grandiose,adj.,g
006072,grandma,n.,g
006073,grandmother,n.,g
006074,grandpa,n.,g
006075,grandparent,n.,g
006076,grandson,n.,g
006077,granite,n.,g
006078,granny,n.,g
006079,grant,vt.,g
006080,granulate,v.,g
006081,grape,n.,g
006082,grapefruit,n.,g
006083,grapevine,n.,g
006084,graph,n.,g
006085,graphic,adj.,g
006086,graphical,adj.,g
006087,graphite,n.,g
006088,grapple,v.,g
006089,grasp,vt.,g
006090,grass,n.,g
006091,grasshopper,n.,g
006092,grassland,n.,g
006093,grassy,adj.,g
006094,grate,n.,g
006095,grateful,adj.,g
006096,gratefully,adv.,g
006097,gratification,n.,g
006098,gratify,vt.,g
006099,gratifying,adj.,g
006100,grating,n.,g
006101,gratitude,n.,g
006102,gratuitous,adj.,g
006103,grave,n.,g
006104,gravel,n.,g
006105,gravely,adv.,g
006106,gravestone,n.,g
006107,graveyard,n.,g
006108,gravitate,v.,g
006109,gravitational,adj.,g
006110,gravity,n.,g
006111,gravy,n.,g
006112,gray,n.,g
006113,graze,v.,g
006114,grazing,n.,g
006115,grease,n.,g
006116,greasy,adj.,g
006117,great,adj.,g
006118,greatest,adj.,g
006119,greatly,adv.,g
006120,greatness,n.,g
006121,greed,n.,g
006122,greedy,adj.,g
006123,green,n.,g
006124,greenery,n.,g
006125,greenhouse,n.,g
006126,greenish,adj.,g
006127,greet,vt.,g
006128,greeting,n.,g
006129,gregarious,adj.,g
006130,grenade,n.,g
006131,grid,n.,g
006132,grief,n.,g
006133,grievance,n.,g
