TokenID,Word,FirstLetter,Length,MD,Image,HasImage,GTT,Frequency,POS,Chinese
5562,exotic,e,6,Words/e/exotic.md,Images/exotic.svg,YES,,,,
5563,expand,e,6,Words/e/expand.md,Images/expand.svg,YES,,,,
5564,expanded,e,8,Words/e/expanded.md,Images/expanded.svg,YES,,,,
5565,expanding,e,9,Words/e/expanding.md,Images/expanding.svg,YES,,,,
5566,expanse,e,7,Words/e/expanse.md,Images/expanse.svg,YES,,,,
5567,expansion,e,9,Words/e/expansion.md,Images/expansion.svg,YES,,,,
5568,expansive,e,9,Words/e/expansive.md,Images/expansive.svg,YES,,,,
5569,expatriate,e,10,Words/e/expatriate.md,Images/expatriate.svg,YES,,,,
5570,expect,e,6,Words/e/expect.md,Images/expect.svg,YES,,,,
5571,expectancy,e,10,Words/e/expectancy.md,Images/expectancy.svg,YES,,,,
5572,expectant,e,9,Words/e/expectant.md,Images/expectant.svg,YES,,,,
5573,expectantly,e,11,Words/e/expectantly.md,Images/expectantly.svg,YES,,,,
5574,expectation,e,11,Words/e/expectation.md,Images/expectation.svg,YES,,,,
5575,expected,e,8,Words/e/expected.md,Images/expected.svg,YES,,,,
5576,expedite,e,8,Words/e/expedite.md,Images/expedite.svg,YES,,,,
5577,expedition,e,10,Words/e/expedition.md,Images/expedition.svg,YES,,,,
5578,expel,e,5,Words/e/expel.md,Images/expel.svg,YES,,,,
5579,expend,e,6,Words/e/expend.md,Images/expend.svg,YES,,,,
5580,expendable,e,10,Words/e/expendable.md,Images/expendable.svg,YES,,,,
5581,expenditure,e,11,Words/e/expenditure.md,Images/expenditure.svg,YES,,,,
5582,expense,e,7,Words/e/expense.md,Images/expense.svg,YES,,,,
5583,expensive,e,9,Words/e/expensive.md,Images/expensive.svg,YES,,,,
5584,experience,e,10,Words/e/experience.md,Images/experience.svg,YES,,,,
5585,experienced,e,11,Words/e/experienced.md,Images/experienced.svg,YES,,,,
5586,experiential,e,12,Words/e/experiential.md,Images/experiential.svg,YES,,,,
5587,experiment,e,10,Words/e/experiment.md,Images/experiment.svg,YES,,,,
5588,experimental,e,12,Words/e/experimental.md,Images/experimental.svg,YES,,,,
5589,experimentally,e,14,Words/e/experimentally.md,Images/experimentally.svg,YES,,,,
5590,experimentation,e,15,Words/e/experimentation.md,Images/experimentation.svg,YES,,,,
5591,experimenter,e,12,Words/e/experimenter.md,Images/experimenter.svg,YES,,,,
5592,expert,e,6,Words/e/expert.md,Images/expert.svg,YES,,,,
5593,expertise,e,9,Words/e/expertise.md,Images/expertise.svg,YES,,,,
5594,expertly,e,8,Words/e/expertly.md,Images/expertly.svg,YES,,,,
5595,expiration,e,10,Words/e/expiration.md,Images/expiration.svg,YES,,,,
5596,expire,e,6,Words/e/expire.md,Images/expire.svg,YES,,,,
5597,explain,e,7,Words/e/explain.md,Images/explain.svg,YES,,,,
5598,explanation,e,11,Words/e/explanation.md,Images/explanation.svg,YES,,,,
5599,explanatory,e,11,Words/e/explanatory.md,Images/explanatory.svg,YES,,,,
5600,expletive,e,9,Words/e/expletive.md,Images/expletive.svg,YES,,,,
5601,explicit,e,8,Words/e/explicit.md,Images/explicit.svg,YES,,,,
5602,explicitly,e,10,Words/e/explicitly.md,Images/explicitly.svg,YES,,,,
5603,explode,e,7,Words/e/explode.md,Images/explode.svg,YES,,,,
5604,exploit,e,7,Words/e/exploit.md,Images/exploit.svg,YES,,,,
5605,exploitation,e,12,Words/e/exploitation.md,Images/exploitation.svg,YES,,,,
5606,exploited,e,9,Words/e/exploited.md,Images/exploited.svg,YES,,,,
5607,exploration,e,11,Words/e/exploration.md,Images/exploration.svg,YES,,,,
5608,exploratory,e,11,Words/e/exploratory.md,Images/exploratory.svg,YES,,,,
5609,explore,e,7,Words/e/explore.md,Images/explore.svg,YES,,,,
5610,explorer,e,8,Words/e/explorer.md,Images/explorer.svg,YES,,,,
5611,explosion,e,9,Words/e/explosion.md,Images/explosion.svg,YES,,,,
5612,explosive,e,9,Words/e/explosive.md,Images/explosive.svg,YES,,,,
5613,explosives,e,10,Words/e/explosives.md,Images/explosives.svg,YES,,,,
5614,exponential,e,11,Words/e/exponential.md,Images/exponential.svg,YES,,,,
5615,exponentially,e,13,Words/e/exponentially.md,Images/exponentially.svg,YES,,,,
5616,export,e,6,Words/e/export.md,Images/export.svg,YES,,,,
5617,exporter,e,8,Words/e/exporter.md,Images/exporter.svg,YES,,,,
5618,expose,e,6,Words/e/expose.md,Images/expose.svg,YES,,,,
5619,exposed,e,7,Words/e/exposed.md,Images/exposed.svg,YES,,,,
5620,exposition,e,10,Words/e/exposition.md,Images/exposition.svg,YES,,,,
5621,exposure,e,8,Words/e/exposure.md,Images/exposure.svg,YES,,,,
5622,expound,e,7,Words/e/expound.md,Images/expound.svg,YES,,,,
5623,express,e,7,Words/e/express.md,Images/express.svg,YES,,,,
5624,expressed,e,9,Words/e/expressed.md,Images/expressed.svg,YES,,,,
5625,expression,e,10,Words/e/expression.md,Images/expression.svg,YES,,,,
5626,expressionless,e,14,Words/e/expressionless.md,Images/expressionless.svg,YES,,,,
5627,expressive,e,10,Words/e/expressive.md,Images/expressive.svg,YES,,,,
5628,expressly,e,9,Words/e/expressly.md,Images/expressly.svg,YES,,,,
5629,expulsion,e,9,Words/e/expulsion.md,Images/expulsion.svg,YES,,,,
5630,exquisite,e,9,Words/e/exquisite.md,Images/exquisite.svg,YES,,,,
5631,exquisitely,e,11,Words/e/exquisitely.md,Images/exquisitely.svg,YES,,,,
5632,extant,e,6,Words/e/extant.md,Images/extant.svg,YES,,,,
5633,extend,e,6,Words/e/extend.md,Images/extend.svg,YES,,,,
5634,extended,e,8,Words/e/extended.md,Images/extended.svg,YES,,,,
5635,extension,e,9,Words/e/extension.md,Images/extension.svg,YES,,,,
5636,extensive,e,9,Words/e/extensive.md,Images/extensive.svg,YES,,,,
5637,extensively,e,11,Words/e/extensively.md,Images/extensively.svg,YES,,,,
5638,extent,e,6,Words/e/extent.md,Images/extent.svg,YES,,,,
5639,exterior,e,8,Words/e/exterior.md,Images/exterior.svg,YES,,,,
5640,exterminate,e,11,Words/e/exterminate.md,Images/exterminate.svg,YES,,,,
5641,extermination,e,13,Words/e/extermination.md,Images/extermination.svg,YES,,,,
5642,external,e,8,Words/e/external.md,Images/external.svg,YES,,,,
5643,externality,e,11,Words/e/externality.md,Images/externality.svg,YES,,,,
5644,externalize,e,11,Words/e/externalize.md,Images/externalize.svg,YES,,,,
5645,externally,e,10,Words/e/externally.md,Images/externally.svg,YES,,,,
5646,extinct,e,7,Words/e/extinct.md,Images/extinct.svg,YES,,,,
5647,extinction,e,10,Words/e/extinction.md,Images/extinction.svg,YES,,,,
5648,extinguish,e,10,Words/e/extinguish.md,Images/extinguish.svg,YES,,,,
5649,extinguisher,e,12,Words/e/extinguisher.md,Images/extinguisher.svg,YES,,,,
5650,extol,e,5,Words/e/extol.md,Images/extol.svg,YES,,,,
5651,extortion,e,9,Words/e/extortion.md,Images/extortion.svg,YES,,,,
5652,extra-virgin,e,12,Words/e/extra-virgin.md,Images/extra-virgin.svg,YES,,,,
5653,extra,e,5,Words/e/extra.md,Images/extra.svg,YES,,,,
5654,extract,e,7,Words/e/extract.md,Images/extract.svg,YES,,,,
5655,extraction,e,10,Words/e/extraction.md,Images/extraction.svg,YES,,,,
5656,extracurricular,e,15,Words/e/extracurricular.md,Images/extracurricular.svg,YES,,,,
5657,extradition,e,11,Words/e/extradition.md,Images/extradition.svg,YES,,,,
5658,extramarital,e,12,Words/e/extramarital.md,Images/extramarital.svg,YES,,,,
5659,extraneous,e,10,Words/e/extraneous.md,Images/extraneous.svg,YES,,,,
5660,extraordinarily,e,15,Words/e/extraordinarily.md,Images/extraordinarily.svg,YES,,,,
5661,extraordinary,e,13,Words/e/extraordinary.md,Images/extraordinary.svg,YES,,,,
5662,extrapolate,e,11,Words/e/extrapolate.md,Images/extrapolate.svg,YES,,,,
5663,extraterrestrial,e,16,Words/e/extraterrestrial.md,Images/extraterrestrial.svg,YES,,,,
5664,extravagance,e,12,Words/e/extravagance.md,Images/extravagance.svg,YES,,,,
5665,extravagant,e,11,Words/e/extravagant.md,Images/extravagant.svg,YES,,,,
5666,extravaganza,e,12,Words/e/extravaganza.md,Images/extravaganza.svg,YES,,,,
5667,extreme,e,7,Words/e/extreme.md,Images/extreme.svg,YES,,,,
5668,extremely,e,9,Words/e/extremely.md,Images/extremely.svg,YES,,,,
5669,extremism,e,9,Words/e/extremism.md,Images/extremism.svg,YES,,,,
5670,extremist,e,9,Words/e/extremist.md,Images/extremist.svg,YES,,,,
5671,extremity,e,9,Words/e/extremity.md,Images/extremity.svg,YES,,,,
5672,extricate,e,9,Words/e/extricate.md,Images/extricate.svg,YES,,,,
5673,extrinsic,e,9,Words/e/extrinsic.md,Images/extrinsic.svg,YES,,,,
5674,exuberance,e,10,Words/e/exuberance.md,Images/exuberance.svg,YES,,,,
5675,exuberant,e,9,Words/e/exuberant.md,Images/exuberant.svg,YES,,,,
5676,exude,e,5,Words/e/exude.md,Images/exude.svg,YES,,,,
5677,eye-catching,e,12,Words/e/eye-catching.md,Images/eye-catching.svg,YES,,,,
5678,eye,e,3,Words/e/eye.md,Images/eye.svg,YES,,,,
5679,eyeball,e,7,Words/e/eyeball.md,Images/eyeball.svg,YES,,,,
5680,eyebrow,e,7,Words/e/eyebrow.md,Images/eyebrow.svg,YES,,,,
5681,eyeglass,e,8,Words/e/eyeglass.md,Images/eyeglass.svg,YES,,,,
5682,eyelash,e,7,Words/e/eyelash.md,Images/eyelash.svg,YES,,,,
5683,eyelid,e,6,Words/e/eyelid.md,Images/eyelid.svg,YES,,,,
5684,eyepiece,e,8,Words/e/eyepiece.md,Images/eyepiece.svg,YES,,,,
5685,eyesight,e,8,Words/e/eyesight.md,Images/eyesight.svg,YES,,,,
5686,eyewitness,e,10,Words/e/eyewitness.md,Images/eyewitness.svg,YES,,,,
5687,fab,f,3,Words/f/fab.md,Images/fab.svg,YES,,,,
5688,fable,f,5,Words/f/fable.md,Images/fable.svg,YES,,,,
5689,fabled,f,6,Words/f/fabled.md,Images/fabled.svg,YES,,,,
5690,fabric,f,6,Words/f/fabric.md,Images/fabric.svg,YES,,,,
5691,fabricate,f,9,Words/f/fabricate.md,Images/fabricate.svg,YES,,,,
5692,fabrication,f,11,Words/f/fabrication.md,Images/fabrication.svg,YES,,,,
5693,fabulous,f,8,Words/f/fabulous.md,Images/fabulous.svg,YES,,,,
5694,facade,f,6,Words/f/facade.md,Images/facade.svg,YES,,,,
5695,face-lift,f,9,Words/f/face-lift.md,Images/face-lift.svg,YES,,,,
5696,face-to-face,f,12,Words/f/face-to-face.md,Images/face-to-face.svg,YES,,,,
5697,face,f,4,Words/f/face.md,Images/face.svg,YES,,,,
5698,faceless,f,8,Words/f/faceless.md,Images/faceless.svg,YES,,,,
5699,facet,f,5,Words/f/facet.md,Images/facet.svg,YES,,,,
5700,facial,f,6,Words/f/facial.md,Images/facial.svg,YES,,,,
5701,facilitate,f,10,Words/f/facilitate.md,Images/facilitate.svg,YES,,,,
5702,facilitator,f,11,Words/f/facilitator.md,Images/facilitator.svg,YES,,,,
5703,facility,f,8,Words/f/facility.md,Images/facility.svg,YES,,,,
5704,facsimile,f,9,Words/f/facsimile.md,Images/facsimile.svg,YES,,,,
5705,fact,f,4,Words/f/fact.md,Images/fact.svg,YES,,,,
5706,faction,f,7,Words/f/faction.md,Images/faction.svg,YES,,,,
5707,factor,f,6,Words/f/factor.md,Images/factor.svg,YES,,,,
5708,factory,f,7,Words/f/factory.md,Images/factory.svg,YES,,,,
5709,factual,f,7,Words/f/factual.md,Images/factual.svg,YES,,,,
5710,faculty,f,7,Words/f/faculty.md,Images/faculty.svg,YES,,,,
5711,fad,f,3,Words/f/fad.md,Images/fad.svg,YES,,,,
5712,fade,f,4,Words/f/fade.md,Images/fade.svg,YES,,,,
5713,faded,f,5,Words/f/faded.md,Images/faded.svg,YES,,,,
5714,fading,f,6,Words/f/fading.md,Images/fading.svg,YES,,,,
5715,fail,f,4,Words/f/fail.md,Images/fail.svg,YES,,,,
5716,failed,f,6,Words/f/failed.md,Images/failed.svg,YES,,,,
5717,failing,f,7,Words/f/failing.md,Images/failing.svg,YES,,,,
5718,failure,f,7,Words/f/failure.md,Images/failure.svg,YES,,,,
5719,faint,f,5,Words/f/faint.md,Images/faint.svg,YES,,,,
5720,faintly,f,7,Words/f/faintly.md,Images/faintly.svg,YES,,,,
5721,fair,f,4,Words/f/fair.md,Images/fair.svg,YES,,,,
5722,fairly,f,6,Words/f/fairly.md,Images/fairly.svg,YES,,,,
5723,fairness,f,8,Words/f/fairness.md,Images/fairness.svg,YES,,,,
5724,fairway,f,7,Words/f/fairway.md,Images/fairway.svg,YES,,,,
5725,fairy,f,5,Words/f/fairy.md,Images/fairy.svg,YES,,,,
5726,faith-based,f,11,Words/f/faith-based.md,Images/faith-based.svg,YES,,,,
5727,faith,f,5,Words/f/faith.md,Images/faith.svg,YES,,,,
5728,faithful,f,8,Words/f/faithful.md,Images/faithful.svg,YES,,,,
5729,faithfully,f,10,Words/f/faithfully.md,Images/faithfully.svg,YES,,,,
5730,fake,f,4,Words/f/fake.md,Images/fake.svg,YES,,,,
5731,falcon,f,6,Words/f/falcon.md,Images/falcon.svg,YES,,,,
5732,fall,f,4,Words/f/fall.md,Images/fall.svg,YES,,,,
5733,fallacy,f,7,Words/f/fallacy.md,Images/fallacy.svg,YES,,,,
5734,fallen,f,6,Words/f/fallen.md,Images/fallen.svg,YES,,,,
5735,falling,f,7,Words/f/falling.md,Images/falling.svg,YES,,,,
5736,fallout,f,7,Words/f/fallout.md,Images/fallout.svg,YES,,,,
5737,fallow,f,6,Words/f/fallow.md,Images/fallow.svg,YES,,,,
5738,FALSE,f,5,Words/f/false.md,Images/false.svg,YES,,,,
5739,falsehood,f,9,Words/f/falsehood.md,Images/falsehood.svg,YES,,,,
5740,falsely,f,7,Words/f/falsely.md,Images/falsely.svg,YES,,,,
5741,falsify,f,7,Words/f/falsify.md,Images/falsify.svg,YES,,,,
5742,falter,f,6,Words/f/falter.md,Images/falter.svg,YES,,,,
5743,faltering,f,9,Words/f/faltering.md,Images/faltering.svg,YES,,,,
5744,fame,f,4,Words/f/fame.md,Images/fame.svg,YES,,,,
5745,famed,f,5,Words/f/famed.md,Images/famed.svg,YES,,,,
5746,familial,f,8,Words/f/familial.md,Images/familial.svg,YES,,,,
5747,familiar,f,8,Words/f/familiar.md,Images/familiar.svg,YES,,,,
5748,familiarity,f,11,Words/f/familiarity.md,Images/familiarity.svg,YES,,,,
5749,familiarize,f,11,Words/f/familiarize.md,Images/familiarize.svg,YES,,,,
5750,family,f,6,Words/f/family.md,Images/family.svg,YES,,,,
5751,famine,f,6,Words/f/famine.md,Images/famine.svg,YES,,,,
5752,famous,f,6,Words/f/famous.md,Images/famous.svg,YES,,,,
5753,famously,f,8,Words/f/famously.md,Images/famously.svg,YES,,,,
5754,fan,f,3,Words/f/fan.md,Images/fan.svg,YES,,,,
5755,fanatic,f,7,Words/f/fanatic.md,Images/fanatic.svg,YES,,,,
5756,fanatical,f,9,Words/f/fanatical.md,Images/fanatical.svg,YES,,,,
5757,fanaticism,f,10,Words/f/fanaticism.md,Images/fanaticism.svg,YES,,,,
5758,fanciful,f,8,Words/f/fanciful.md,Images/fanciful.svg,YES,,,,
5759,fancy,f,5,Words/f/fancy.md,Images/fancy.svg,YES,,,,
5760,fanfare,f,7,Words/f/fanfare.md,Images/fanfare.svg,YES,,,,
5761,fang,f,4,Words/f/fang.md,Images/fang.svg,YES,,,,
5762,fantasize,f,9,Words/f/fantasize.md,Images/fantasize.svg,YES,,,,
5763,fantastic,f,9,Words/f/fantastic.md,Images/fantastic.svg,YES,,,,
5764,fantasy,f,7,Words/f/fantasy.md,Images/fantasy.svg,YES,,,,
5765,far-fetched,f,11,Words/f/far-fetched.md,Images/far-fetched.svg,YES,,,,
5766,far-flung,f,9,Words/f/far-flung.md,Images/far-flung.svg,YES,,,,
5767,far-off,f,7,Words/f/far-off.md,Images/far-off.svg,YES,,,,
5768,far-reaching,f,12,Words/f/far-reaching.md,Images/far-reaching.svg,YES,,,,
5769,far,f,3,Words/f/far.md,Images/far.svg,YES,,,,
5770,faraway,f,7,Words/f/faraway.md,Images/faraway.svg,YES,,,,
5771,farce,f,5,Words/f/farce.md,Images/farce.svg,YES,,,,
5772,fare,f,4,Words/f/fare.md,Images/fare.svg,YES,,,,
5773,farewell,f,8,Words/f/farewell.md,Images/farewell.svg,YES,,,,
5774,farm,f,4,Words/f/farm.md,Images/farm.svg,YES,,,,
5775,farmer,f,6,Words/f/farmer.md,Images/farmer.svg,YES,,,,
5776,farmhouse,f,9,Words/f/farmhouse.md,Images/farmhouse.svg,YES,,,,
5777,farming,f,7,Words/f/farming.md,Images/farming.svg,YES,,,,
5778,farmland,f,8,Words/f/farmland.md,Images/farmland.svg,YES,,,,
5779,fart,f,4,Words/f/fart.md,Images/fart.svg,YES,,,,
5780,fascinate,f,9,Words/f/fascinate.md,Images/fascinate.svg,YES,,,,
5781,fascinated,f,10,Words/f/fascinated.md,Images/fascinated.svg,YES,,,,
5782,fascinating,f,11,Words/f/fascinating.md,Images/fascinating.svg,YES,,,,
5783,fascination,f,11,Words/f/fascination.md,Images/fascination.svg,YES,,,,
5784,fascism,f,7,Words/f/fascism.md,Images/fascism.svg,YES,,,,
5785,fascist,f,7,Words/f/fascist.md,Images/fascist.svg,YES,,,,
5786,fashion,f,7,Words/f/fashion.md,Images/fashion.svg,YES,,,,
5787,fashionable,f,11,Words/f/fashionable.md,Images/fashionable.svg,YES,,,,
5788,fast-growing,f,12,Words/f/fast-growing.md,Images/fast-growing.svg,YES,,,,
5789,fast-moving,f,11,Words/f/fast-moving.md,Images/fast-moving.svg,YES,,,,
5790,fast-paced,f,10,Words/f/fast-paced.md,Images/fast-paced.svg,YES,,,,
5791,fast,f,4,Words/f/fast.md,Images/fast.svg,YES,,,,
5792,fastball,f,8,Words/f/fastball.md,Images/fastball.svg,YES,,,,
5793,fasten,f,6,Words/f/fasten.md,Images/fasten.svg,YES,,,,
5794,fastener,f,8,Words/f/fastener.md,Images/fastener.svg,YES,,,,
5795,faster,f,6,Words/f/faster.md,Images/faster.svg,YES,,,,
5796,fastest-growing,f,15,Words/f/fastest-growing.md,Images/fastest-growing.svg,YES,,,,
5797,fastest,f,7,Words/f/fastest.md,Images/fastest.svg,YES,,,,
5798,fat-free,f,8,Words/f/fat-free.md,Images/fat-free.svg,YES,,,,
5799,fat,f,3,Words/f/fat.md,Images/fat.svg,YES,,,,
5800,fatal,f,5,Words/f/fatal.md,Images/fatal.svg,YES,,,,
5801,fatality,f,8,Words/f/fatality.md,Images/fatality.svg,YES,,,,
5802,fatally,f,7,Words/f/fatally.md,Images/fatally.svg,YES,,,,
5803,fate,f,4,Words/f/fate.md,Images/fate.svg,YES,,,,
5804,fateful,f,7,Words/f/fateful.md,Images/fateful.svg,YES,,,,
5805,father-in-law,f,13,Words/f/father-in-law.md,Images/father-in-law.svg,YES,,,,
5806,father,f,6,Words/f/father.md,Images/father.svg,YES,,,,
5807,fatherhood,f,10,Words/f/fatherhood.md,Images/fatherhood.svg,YES,,,,
5808,fathom,f,6,Words/f/fathom.md,Images/fathom.svg,YES,,,,
5809,fatigue,f,7,Words/f/fatigue.md,Images/fatigue.svg,YES,,,,
5810,fatten,f,6,Words/f/fatten.md,Images/fatten.svg,YES,,,,
5811,fatty,f,5,Words/f/fatty.md,Images/fatty.svg,YES,,,,
5812,faucet,f,6,Words/f/faucet.md,Images/faucet.svg,YES,,,,
5813,fault,f,5,Words/f/fault.md,Images/fault.svg,YES,,,,
5814,faulty,f,6,Words/f/faulty.md,Images/faulty.svg,YES,,,,
5815,fauna,f,5,Words/f/fauna.md,Images/fauna.svg,YES,,,,
5816,favor,f,5,Words/f/favor.md,Images/favor.svg,YES,,,,
5817,favorable,f,9,Words/f/favorable.md,Images/favorable.svg,YES,,,,
5818,favorably,f,9,Words/f/favorably.md,Images/favorably.svg,YES,,,,
5819,favored,f,7,Words/f/favored.md,Images/favored.svg,YES,,,,
5820,favorite,f,8,Words/f/favorite.md,Images/favorite.svg,YES,,,,
5821,favoritism,f,10,Words/f/favoritism.md,Images/favoritism.svg,YES,,,,
5822,fawn,f,4,Words/f/fawn.md,Images/fawn.svg,YES,,,,
5823,fax,f,3,Words/f/fax.md,Images/fax.svg,YES,,,,
5824,fear,f,4,Words/f/fear.md,Images/fear.svg,YES,,,,
5825,feared,f,6,Words/f/feared.md,Images/feared.svg,YES,,,,
5826,fearful,f,7,Words/f/fearful.md,Images/fearful.svg,YES,,,,
5827,fearless,f,8,Words/f/fearless.md,Images/fearless.svg,YES,,,,
5828,fearsome,f,8,Words/f/fearsome.md,Images/fearsome.svg,YES,,,,
5829,feasibility,f,11,Words/f/feasibility.md,Images/feasibility.svg,YES,,,,
5830,feasible,f,8,Words/f/feasible.md,Images/feasible.svg,YES,,,,
5831,feast,f,5,Words/f/feast.md,Images/feast.svg,YES,,,,
5832,feat,f,4,Words/f/feat.md,Images/feat.svg,YES,,,,
5833,feather,f,7,Words/f/feather.md,Images/feather.svg,YES,,,,
5834,feathered,f,9,Words/f/feathered.md,Images/feathered.svg,YES,,,,
5835,feathery,f,8,Words/f/feathery.md,Images/feathery.svg,YES,,,,
5836,feature,f,7,Words/f/feature.md,Images/feature.svg,YES,,,,
5837,featured,f,8,Words/f/featured.md,Images/featured.svg,YES,,,,
5838,fecal,f,5,Words/f/fecal.md,Images/fecal.svg,YES,,,,
5839,feces,f,5,Words/f/feces.md,Images/feces.svg,YES,,,,
5840,fed,f,3,Words/f/fed.md,Images/fed.svg,YES,,,,
5841,federal,f,7,Words/f/federal.md,Images/federal.svg,YES,,,,
5842,federalism,f,10,Words/f/federalism.md,Images/federalism.svg,YES,,,,
5843,federalist,f,10,Words/f/federalist.md,Images/federalist.svg,YES,,,,
5844,federally,f,9,Words/f/federally.md,Images/federally.svg,YES,,,,
5845,federation,f,10,Words/f/federation.md,Images/federation.svg,YES,,,,
5846,fee,f,3,Words/f/fee.md,Images/fee.svg,YES,,,,
5847,feeble,f,6,Words/f/feeble.md,Images/feeble.svg,YES,,,,
5848,feed,f,4,Words/f/feed.md,Images/feed.svg,YES,,,,
5849,feedback,f,8,Words/f/feedback.md,Images/feedback.svg,YES,,,,
5850,feeder,f,6,Words/f/feeder.md,Images/feeder.svg,YES,,,,
5851,feeding,f,7,Words/f/feeding.md,Images/feeding.svg,YES,,,,
5852,feel-good,f,9,Words/f/feel-good.md,Images/feel-good.svg,YES,,,,
5853,feel,f,4,Words/f/feel.md,Images/feel.svg,YES,,,,
5854,feeling,f,7,Words/f/feeling.md,Images/feeling.svg,YES,,,,
5855,feign,f,5,Words/f/feign.md,Images/feign.svg,YES,,,,
5856,feisty,f,6,Words/f/feisty.md,Images/feisty.svg,YES,,,,
5857,fell,f,4,Words/f/fell.md,Images/fell.svg,YES,,,,
5858,fella,f,5,Words/f/fella.md,Images/fella.svg,YES,,,,
5859,fellow,f,6,Words/f/fellow.md,Images/fellow.svg,YES,,,,
5860,fellowship,f,10,Words/f/fellowship.md,Images/fellowship.svg,YES,,,,
5861,felon,f,5,Words/f/felon.md,Images/felon.svg,YES,,,,
5862,felony,f,6,Words/f/felony.md,Images/felony.svg,YES,,,,
5863,felt,f,4,Words/f/felt.md,Images/felt.svg,YES,,,,
5864,female,f,6,Words/f/female.md,Images/female.svg,YES,,,,
5865,feminine,f,8,Words/f/feminine.md,Images/feminine.svg,YES,,,,
5866,femininity,f,10,Words/f/femininity.md,Images/femininity.svg,YES,,,,
5867,feminism,f,8,Words/f/feminism.md,Images/feminism.svg,YES,,,,
5868,feminist,f,8,Words/f/feminist.md,Images/feminist.svg,YES,,,,
5869,femur,f,5,Words/f/femur.md,Images/femur.svg,YES,,,,
5870,fence,f,5,Words/f/fence.md,Images/fence.svg,YES,,,,
5871,fencing,f,7,Words/f/fencing.md,Images/fencing.svg,YES,,,,
5872,fend,f,4,Words/f/fend.md,Images/fend.svg,YES,,,,
5873,fender,f,6,Words/f/fender.md,Images/fender.svg,YES,,,,
5874,fennel,f,6,Words/f/fennel.md,Images/fennel.svg,YES,,,,
5875,feral,f,5,Words/f/feral.md,Images/feral.svg,YES,,,,
5876,ferment,f,7,Words/f/ferment.md,Images/ferment.svg,YES,,,,
5877,fern,f,4,Words/f/fern.md,Images/fern.svg,YES,,,,
5878,ferocious,f,9,Words/f/ferocious.md,Images/ferocious.svg,YES,,,,
5879,ferocity,f,8,Words/f/ferocity.md,Images/ferocity.svg,YES,,,,
5880,ferry,f,5,Words/f/ferry.md,Images/ferry.svg,YES,,,,
5881,fertile,f,7,Words/f/fertile.md,Images/fertile.svg,YES,,,,
5882,fertility,f,9,Words/f/fertility.md,Images/fertility.svg,YES,,,,
5883,fertilization,f,13,Words/f/fertilization.md,Images/fertilization.svg,YES,,,,
5884,fertilize,f,9,Words/f/fertilize.md,Images/fertilize.svg,YES,,,,
5885,fertilizer,f,10,Words/f/fertilizer.md,Images/fertilizer.svg,YES,,,,
5886,fervent,f,7,Words/f/fervent.md,Images/fervent.svg,YES,,,,
5887,fervently,f,9,Words/f/fervently.md,Images/fervently.svg,YES,,,,
5888,fervor,f,6,Words/f/fervor.md,Images/fervor.svg,YES,,,,
5889,festival,f,8,Words/f/festival.md,Images/festival.svg,YES,,,,
5890,festive,f,7,Words/f/festive.md,Images/festive.svg,YES,,,,
5891,festivity,f,9,Words/f/festivity.md,Images/festivity.svg,YES,,,,
5892,festoon,f,7,Words/f/festoon.md,Images/festoon.svg,YES,,,,
5893,fetal,f,5,Words/f/fetal.md,Images/fetal.svg,YES,,,,
5894,fetch,f,5,Words/f/fetch.md,Images/fetch.svg,YES,,,,
5895,fetish,f,6,Words/f/fetish.md,Images/fetish.svg,YES,,,,
5896,fetus,f,5,Words/f/fetus.md,Images/fetus.svg,YES,,,,
5897,feud,f,4,Words/f/feud.md,Images/feud.svg,YES,,,,
5898,feudal,f,6,Words/f/feudal.md,Images/feudal.svg,YES,,,,
5899,fever,f,5,Words/f/fever.md,Images/fever.svg,YES,,,,
5900,feverish,f,8,Words/f/feverish.md,Images/feverish.svg,YES,,,,
5901,feverishly,f,10,Words/f/feverishly.md,Images/feverishly.svg,YES,,,,
5902,few,f,3,Words/f/few.md,Images/few.svg,YES,,,,
5903,fewer,f,5,Words/f/fewer.md,Images/fewer.svg,YES,,,,
5904,fiance,f,6,Words/f/fiance.md,Images/fiance.svg,YES,,,,
5905,fiancee,f,7,Words/f/fiancee.md,Images/fiancee.svg,YES,,,,
5906,fiasco,f,6,Words/f/fiasco.md,Images/fiasco.svg,YES,,,,
5907,fiat,f,4,Words/f/fiat.md,Images/fiat.svg,YES,,,,
5908,fiber-optic,f,11,Words/f/fiber-optic.md,Images/fiber-optic.svg,YES,,,,
5909,fiber,f,5,Words/f/fiber.md,Images/fiber.svg,YES,,,,
5910,fiberglass,f,10,Words/f/fiberglass.md,Images/fiberglass.svg,YES,,,,
5911,fibrosis,f,8,Words/f/fibrosis.md,Images/fibrosis.svg,YES,,,,
5912,fibrous,f,7,Words/f/fibrous.md,Images/fibrous.svg,YES,,,,
5913,fickle,f,6,Words/f/fickle.md,Images/fickle.svg,YES,,,,
5914,fiction,f,7,Words/f/fiction.md,Images/fiction.svg,YES,,,,
5915,fictional,f,9,Words/f/fictional.md,Images/fictional.svg,YES,,,,
5916,fictitious,f,10,Words/f/fictitious.md,Images/fictitious.svg,YES,,,,
5917,fiddle,f,6,Words/f/fiddle.md,Images/fiddle.svg,YES,,,,
